   707.683 0.152E-220.120   476.084      V21   GROUND    30 1     12   0.50 221 28
   707.683 0.152E-220.120   476.084      V21   GROUND    30 1     13   0.50 221 28
   707.723 0.178E-220.120   458.225      V21   GROUND    23 2      2   0.50 221 28
   707.723 0.178E-220.120   458.225      V21   GROUND    23 2      3   0.50 221 28
   707.760 0.739E-230.120   627.976      V21   GROUND    44 1     32   0.50 221 28
   707.760 0.739E-230.120   627.976      V21   GROUND    44 1     33   0.50 221 28
   707.846 0.500E-230.120   722.616      V21   GROUND    49 1     40   0.50 221 28
   707.869 0.143E-220.120   484.823      V21   GROUND    32 1     15   0.50 221 28
   707.869 0.143E-220.120   484.823      V21   GROUND    32 1     16   0.50 221 28
   707.881 0.103E-220.120   552.968      V21   GROUND    39 1     25   0.50 221 28
   707.881 0.103E-220.120   552.968      V21   GROUND    39 1     26   0.50 221 28
   707.897 0.174E-220.120   455.355      V21   GROUND    25 2      5   0.50 221 28
   707.897 0.174E-220.120   455.355      V21   GROUND    25 2      6   0.50 221 28
   707.898 0.500E-230.120   722.625      V21   GROUND    49 1     39   0.50 221 28
   708.047 0.643E-230.120   660.345      V21   GROUND    46 1     36   0.50 221 28
   708.049 0.643E-230.120   660.345      V21   GROUND    46 1     35   0.50 221 28
   708.061 0.134E-220.120   497.091      V21   GROUND    34 1     18   0.50 221 28
   708.061 0.134E-220.120   497.091      V21   GROUND    34 1     19   0.50 221 28
   708.075 0.169E-220.120   455.997      V21   GROUND    27 1      8   0.50 221 28
   708.075 0.169E-220.120   455.997      V21   GROUND    27 1      9   0.50 221 28
   708.100 0.920E-230.120   576.970      V21   GROUND    41 1     28   0.50 221 28
   708.100 0.920E-230.120   576.970      V21   GROUND    41 1     29   0.50 221 28
   708.221 0.295E-230.120   682.582      V21   GROUND    50       47   0.50 221 28
   708.226 0.295E-230.120   682.577      V21   GROUND    50       47   0.50 221 28
   708.258 0.123E-220.120   512.897      V21   GROUND    36 1     21   0.50 221 28
   708.258 0.123E-220.120   512.897      V21   GROUND    36 1     22   0.50 221 28
   708.259 0.162E-220.120   460.155      V21   GROUND    29 1     11   0.50 221 28
   708.259 0.162E-220.120   460.155      V21   GROUND    29 1     12   0.50 221 28
   708.290 0.188E-220.120   446.007      V21   GROUND    22 2      1   0.50 221 28
   708.290 0.188E-220.120   446.007      V21   GROUND    22 2      2   0.50 221 28
   708.341 0.815E-230.120   604.584      V21   GROUND    43 1     31   0.50 221 28
   708.341 0.815E-230.120   604.584      V21   GROUND    43 1     32   0.50 221 28
   708.409 0.559E-230.120   696.488      V21   GROUND    48 1     39   0.50 221 28
   708.446 0.559E-230.120   696.494      V21   GROUND    48 1     38   0.50 221 28
   708.447 0.154E-220.120   467.833      V21   GROUND    31 1     14   0.50 221 28
   708.447 0.154E-220.120   467.833      V21   GROUND    31 1     15   0.50 221 28
   708.448 0.239E-230.120   644.082      V21   GROUND    49       47   0.50 221 28
   708.448 0.239E-230.120   644.082      V21   GROUND    49       47   0.50 221 28
   708.464 0.112E-220.120   532.256      V21   GROUND    38 1     24   0.50 221 28
   708.464 0.112E-220.120   532.256      V21   GROUND    38 1     25   0.50 221 28
