   516.628 0.526E-260.070  3209.507    21102    20001 51  3 41  6 P 32 0.78 626  2
   516.650 0.120E-260.068  3586.653    21103    20002 52  1 41  3 Q 48 0.77 626  2
   516.662 0.145E-260.070  1775.897    11102    10001 31  1 21  3 P 32 0.78 627  2
   516.730 0.153E-250.072  1624.488    11102    10001 31  1 21  3 P 26 0.78 628  2
   516.855 0.670E-250.080  2119.901    12202    11101 42  1 32  3 R 10 0.69 626  2
   516.859 0.144E-230.070  1907.712    11102    10001 31  1 21  3 P 36 0.78 626  2
   517.287 0.108E-250.079  1430.855    11102    10001 31  1 21  3 P 12 0.69 636  2
   517.406 0.158E-260.070  1751.670    11102    10001 31  1 21  3 P 31 0.78 627  2
   517.463 0.778E-260.082  2699.191    21103    20002 51  1 41  3 R  8 0.70 626  2
   517.468 0.162E-250.072  1605.333    11102    10001 31  1 21  3 P 25 0.78 628  2
   517.774 0.690E-250.079  2128.387    12202    11101 41  2 31  3 R 11 0.69 626  2
   518.151 0.172E-260.071  1728.198    11102    10001 31  1 21  3 P 30 0.78 627  2
   518.206 0.170E-250.072  1586.914    11102    10001 31  1 21  3 P 24 0.78 628  2
   518.267 0.633E-260.071  3160.315    21102    20001 51  3 41  6 P 30 0.78 626  2
   518.351 0.179E-230.070  1852.346    11102    10001 31  1 21  3 P 34 0.78 626  2
   518.450 0.705E-250.078  2137.901    12202    11101 42  1 32  3 R 12 0.69 626  2
   518.794 0.969E-260.081  1412.929    11102    10001 31  1 21  3 P 10 0.70 636  2
   518.895 0.186E-260.071  1705.483    11102    10001 31  1 21  3 P 29 0.78 627  2
   518.943 0.178E-250.073  1569.231    11102    10001 31  1 21  3 P 23 0.77 628  2
   519.082 0.876E-260.080  2713.993    21103    20002 51  1 41  3 R 10 0.69 626  2
   519.418 0.715E-250.078  2147.906    12202    11101 41  2 31  3 R 13 0.69 626  2
   519.640 0.200E-260.071  1683.524    11102    10001 31  1 21  3 P 28 0.78 627  2
   519.680 0.185E-250.073  1552.284    11102    10001 31  1 21  3 P 22 0.77 628  2
   519.846 0.218E-230.070  1800.096    11102    10001 31  1 21  3 P 32 0.78 626  2
   519.900 0.746E-260.071  3114.244    21102    20001 51  3 41  6 P 28 0.78 626  2
   520.049 0.719E-250.077  2159.030    12202    11101 42  1 32  3 R 14 0.70 626  2
   520.310 0.814E-260.084  1398.121    11102    10001 31  1 21  3 P  8 0.71 636  2
   520.386 0.214E-260.071  1662.322    11102    10001 31  1 21  3 P 27 0.78 627  2
   520.418 0.191E-250.073  1536.074    11102    10001 31  1 21  3 P 21 0.76 628  2
   520.712 0.945E-260.078  2731.912    21103    20002 51  1 41  3 R 12 0.69 626  2
   521.073 0.719E-250.076  2170.547    12202    11101 41  2 31  3 R 15 0.71 626  2
   521.131 0.228E-260.072  1641.877    11102    10001 31  1 21  3 P 26 0.78 627  2
   521.155 0.196E-250.074  1520.600    11102    10001 31  1 21  3 P 20 0.76 628  2
   521.345 0.260E-230.071  1750.960    11102    10001 31  1 21  3 P 30 0.78 626  2
   521.528 0.861E-260.072  3071.293    21102    20001 51  3 41  6 P 26 0.78 626  2
   521.653 0.714E-250.076  2183.290    12202    11101 42  1 32  3 R 16 0.73 626  2
   521.836 0.618E-260.086  1386.430    11102    10001 31  1 21  3 P  6 0.73 636  2
   521.877 0.241E-260.072  1622.188    11102    10001 31  1 21  3 P 25 0.78 627  2
   521.892 0.200E-250.074  1505.863    11102    10001 31  1 21  3 P 19 0.75 628  2
   522.354 0.984E-260.077  2752.945    21103    20002 51  1 41  3 R 14 0.70 626  2
   522.624 0.254E-260.072  1603.255    11102    10001 31  1 21  3 P 24 0.78 627  2
   522.629 0.203E-250.075  1491.862    11102    10001 31  1 21  3 P 18 0.74 628  2
   522.741 0.706E-250.075  2196.309    12202    11101 41  2 31  3 R 17 0.74 626  2
   522.846 0.305E-230.071  1704.942    11102    10001 31  1 21  3 P 28 0.78 626  2
