   644.627 0.823E-22        986.672        1076036                            53
   644.635 0.953E-22        774.672        1077062                            53
   644.638 0.920E-22        979.767        1076037                            53
   644.650 0.766E-22        972.674        1076038                            53
   644.655 0.148E-21        762.831        1077063                            53
   644.663 0.121E-21        965.390        1076039                            53
   644.675 0.941E-22        750.798        1077064                            53
   644.675 0.794E-22        957.917        1076040                            53
   644.688 0.987E-22        950.255        1076041                            53
   644.695 0.113E-21        738.575        1077065                            53
   644.701 0.914E-22        942.402        1076042                            53
   644.715 0.102E-21        934.361        1076043                            53
   644.716 0.101E-21        726.162        1077066                            53
   644.729 0.852E-22        926.129        1076044                            53
   644.737 0.108E-21        713.558        1077067                            53
   644.743 0.135E-21        917.708        1076045                            53
   644.758 0.882E-22        909.097        1076046                            53
   644.759 0.854E-22        700.763        1077068                            53
   644.772 0.110E-21        900.296        1076047                            53
   644.781 0.127E-21        687.777        1077069                            53
   644.788 0.101E-21        891.305        1076048                            53
   644.803 0.765E-22        674.601        1077070                            53
   644.803 0.113E-21        882.124        1076049                            53
   644.818 0.199E-22       1080.415        1075000                            53
   644.818 0.730E-22       1080.320        1075001                            53
   644.818 0.598E-22       1080.037        1075002                            53
   644.819 0.942E-22        872.754        1076050                            53
   644.819 0.932E-22       1079.564        1075003                            53
   644.820 0.600E-22       1078.903        1075004                            53
   644.822 0.735E-22       1078.052        1075005                            53
   644.823 0.671E-22       1077.012        1075006                            53
   644.825 0.861E-22        661.234        1077071                            53
   644.826 0.740E-22       1075.784        1075007                            53
   644.828 0.608E-22       1074.366        1075008                            53
   644.831 0.951E-22       1072.760        1075009                            53
   644.834 0.614E-22       1070.964        1075010                            53
   644.835 0.149E-21        863.193        1076051                            53
   644.837 0.755E-22       1068.979        1075011                            53
   644.841 0.691E-22       1066.805        1075012                            53
   644.845 0.765E-22       1064.442        1075013                            53
   644.848 0.702E-22        647.676        1077072                            53
   644.849 0.631E-22       1061.891        1075014                            53
   644.851 0.970E-22        853.443        1076052                            53
   644.854 0.989E-22       1059.150        1075015                            53
   644.859 0.641E-22       1056.219        1075016                            53
   644.864 0.791E-22       1053.100        1075017                            53
   644.868 0.120E-21        843.502        1076053                            53
   644.869 0.726E-22       1049.792        1075018                            53
   644.871 0.665E-22        633.927        1077073                            53
   644.875 0.807E-22       1046.294        1075019                            53
   644.882 0.667E-22       1042.608        1075020                            53
   644.885 0.111E-21        833.372        1076054                            53
   644.888 0.105E-21       1038.732        1075021                            53
   644.895 0.439E-22        619.987        1077074                            53
